,STN-WBAN,DATE,TEMP,DEWP,SLP,STP,MAX,MIN,PRCP
1923,,20060408,,,,,,,
1924,,20060409,,,,,,,
1925,,20060410,,,,,,,
1926,,20060411,,,,,,,
1927,,20060412,,,,,,,
1928,,20060413,,,,,,,
1929,,20060414,,,,,,,
1930,,20060415,,,,,,,
1931,,20060416,,,,,,,
1932,,20060417,,,,,,,
1933,,20060418,,,,,,,
1934,,20060419,,,,,,,
1935,,20060420,,,,,,,
1936,,20060421,,,,,,,
1937,,20060422,,,,,,,
1938,,20060423,,,,,,,
1939,,20060424,,,,,,,
1940,,20060425,,,,,,,
1941,,20060426,,,,,,,
1942,,20060427,,,,,,,
1943,,20060428,,,,,,,
1944,,20060429,,,,,,,
1945,,20060430,,,,,,,
1946,,20060501,,,,,,,
1947,,20060502,,,,,,,
1948,,20060503,,,,,,,
1949,,20060504,,,,,,,
1950,,20060505,,,,,,,
1951,,20060506,,,,,,,
1952,,20060507,,,,,,,
1953,,20060508,,,,,,,
1954,,20060509,,,,,,,
1955,,20060510,,,,,,,
1956,,20060511,,,,,,,
1957,,20060512,,,,,,,
1958,,20060513,,,,,,,
1959,,20060514,,,,,,,
1960,,20060515,,,,,,,
1961,,20060516,,,,,,,
1962,,20060517,,,,,,,
1963,,20060518,,,,,,,
1964,,20060519,,,,,,,
1965,,20060520,,,,,,,
1966,,20060521,,,,,,,
1967,,20060522,,,,,,,
1968,,20060523,,,,,,,
1969,,20060524,,,,,,,
1970,,20060525,,,,,,,
1971,,20060526,,,,,,,
1972,,20060527,,,,,,,
1973,,20060528,,,,,,,
1974,,20060529,,,,,,,
1975,,20060530,,,,,,,
1976,,20060531,,,,,,,
1977,,20060601,,,,,,,
1978,,20060602,,,,,,,
1979,,20060603,,,,,,,
1980,,20060604,,,,,,,
1981,,20060605,,,,,,,
1982,,20060606,,,,,,,
1983,,20060607,,,,,,,
1984,,20060608,,,,,,,
1985,,20060609,,,,,,,
1986,,20060610,,,,,,,
1987,,20060611,,,,,,,
1988,,20060612,,,,,,,
1989,,20060613,,,,,,,
1990,,20060614,,,,,,,
1991,,20060615,,,,,,,
1992,,20060616,,,,,,,
1993,,20060617,,,,,,,
1994,,20060618,,,,,,,
1995,,20060619,,,,,,,
1996,,20060620,,,,,,,
1997,,20060621,,,,,,,
1998,,20060622,,,,,,,
1999,,20060623,,,,,,,
2000,,20060624,,,,,,,
2001,,20060625,,,,,,,
2002,,20060626,,,,,,,
2003,,20060627,,,,,,,
2004,,20060628,,,,,,,
2005,,20060629,,,,,,,
2006,,20060630,,,,,,,
2007,,20060701,,,,,,,
2008,,20060702,,,,,,,
2009,,20060703,,,,,,,
2010,,20060704,,,,,,,
2011,,20060705,,,,,,,
2012,,20060706,,,,,,,
2013,,20060707,,,,,,,
2014,,20060708,,,,,,,
2015,,20060709,,,,,,,
2016,,20060710,,,,,,,
2017,,20060711,,,,,,,
2018,,20060712,,,,,,,
2019,,20060713,,,,,,,
2020,,20060714,,,,,,,
2021,,20060715,,,,,,,
2022,,20060716,,,,,,,
2023,,20060717,,,,,,,
2024,,20060718,,,,,,,
2025,,20060719,,,,,,,
2026,,20060720,,,,,,,
2027,,20060721,,,,,,,
2028,,20060722,,,,,,,
2029,,20060723,,,,,,,
2030,,20060724,,,,,,,
2031,,20060725,,,,,,,
2032,,20060726,,,,,,,
2033,,20060727,,,,,,,
2034,,20060728,,,,,,,
2035,,20060729,,,,,,,
2036,,20060730,,,,,,,
2037,,20060731,,,,,,,
2038,,20060801,,,,,,,
2039,,20060802,,,,,,,
2040,,20060803,,,,,,,
2041,,20060804,,,,,,,
2042,,20060805,,,,,,,
2043,,20060806,,,,,,,
2044,,20060807,,,,,,,
2045,,20060808,,,,,,,
2046,,20060809,,,,,,,
2047,,20060810,,,,,,,
2048,,20060811,,,,,,,
2049,,20060812,,,,,,,
2050,,20060813,,,,,,,
2051,,20060814,,,,,,,
2052,,20060815,,,,,,,
2053,,20060816,,,,,,,
2054,,20060817,,,,,,,
2055,,20060818,,,,,,,
2056,,20060819,,,,,,,
2057,,20060820,,,,,,,
2058,,20060821,,,,,,,
2059,,20060822,,,,,,,
2060,,20060823,,,,,,,
2061,,20060824,,,,,,,
2062,,20060825,,,,,,,
2063,,20060826,,,,,,,
2064,,20060827,,,,,,,
2065,,20060828,,,,,,,
2066,,20060829,,,,,,,
2067,,20060830,,,,,,,
2068,,20060831,,,,,,,
2069,,20060901,,,,,,,
2070,,20060902,,,,,,,
2071,,20060903,,,,,,,
2072,,20060904,,,,,,,
2073,,20060905,,,,,,,
2074,,20060906,,,,,,,
2075,,20060907,,,,,,,
2076,,20060908,,,,,,,
2077,,20060909,,,,,,,
2078,,20060910,,,,,,,
2079,,20060911,,,,,,,
2080,,20060912,,,,,,,
2081,,20060913,,,,,,,
2082,,20060914,,,,,,,
2083,,20060915,,,,,,,
2084,,20060916,,,,,,,
2085,,20060917,,,,,,,
2086,,20060918,,,,,,,
2087,,20060919,,,,,,,
2088,,20060920,,,,,,,
2089,,20060921,,,,,,,
2090,,20060922,,,,,,,
2091,,20060923,,,,,,,
2092,,20060924,,,,,,,
2093,,20060925,,,,,,,
2094,,20060926,,,,,,,
2095,,20060927,,,,,,,
2096,,20060928,,,,,,,
2097,,20060929,,,,,,,
2098,,20060930,,,,,,,
2099,,20061001,,,,,,,
2100,,20061002,,,,,,,
2101,,20061003,,,,,,,
2102,,20061004,,,,,,,
2103,,20061005,,,,,,,
2104,,20061006,,,,,,,
2105,,20061007,,,,,,,
2106,,20061008,,,,,,,
2107,,20061009,,,,,,,
2108,,20061010,,,,,,,
2109,,20061011,,,,,,,
2110,,20061012,,,,,,,
2111,,20061013,,,,,,,
2112,,20061014,,,,,,,
2113,,20061015,,,,,,,
2114,,20061016,,,,,,,
2115,,20061017,,,,,,,
2116,,20061018,,,,,,,
2117,,20061019,,,,,,,
2118,,20061020,,,,,,,
2119,,20061021,,,,,,,
2120,,20061022,,,,,,,
2121,,20061023,,,,,,,
2122,,20061024,,,,,,,
2123,,20061025,,,,,,,
2124,,20061026,,,,,,,
2125,,20061027,,,,,,,
2126,,20061028,,,,,,,
2127,,20061029,,,,,,,
2128,,20061030,,,,,,,
2129,,20061031,,,,,,,
2130,,20061101,,,,,,,
2131,,20061102,,,,,,,
2132,,20061103,,,,,,,
2133,,20061104,,,,,,,
2134,,20061105,,,,,,,
2135,,20061106,,,,,,,
2136,,20061107,,,,,,,
2137,,20061108,,,,,,,
2138,,20061109,,,,,,,
2139,,20061110,,,,,,,
2140,,20061111,,,,,,,
2141,,20061112,,,,,,,
2142,,20061113,,,,,,,
2143,,20061114,,,,,,,
2144,,20061115,,,,,,,
2145,,20061116,,,,,,,
2146,,20061117,,,,,,,
2147,,20061118,,,,,,,
2148,,20061119,,,,,,,
2149,,20061120,,,,,,,
2150,,20061121,,,,,,,
2151,,20061122,,,,,,,
2152,,20061123,,,,,,,
2153,,20061124,,,,,,,
2154,,20061125,,,,,,,
2155,,20061126,,,,,,,
2156,,20061127,,,,,,,
2157,,20061128,,,,,,,
2158,,20061129,,,,,,,
2159,,20061130,,,,,,,
2160,,20061201,,,,,,,
2161,,20061202,,,,,,,
2162,,20061203,,,,,,,
2163,,20061204,,,,,,,
2164,,20061205,,,,,,,
2165,,20061206,,,,,,,
2166,,20061207,,,,,,,
2167,,20061208,,,,,,,
2168,,20061209,,,,,,,
2169,,20061210,,,,,,,
2170,,20061211,,,,,,,
2171,,20061212,,,,,,,
2172,,20061213,,,,,,,
2173,,20061214,,,,,,,
2174,,20061215,,,,,,,
2175,,20061216,,,,,,,
2176,,20061217,,,,,,,
2177,,20061218,,,,,,,
2178,,20061219,,,,,,,
2179,,20061220,,,,,,,
2180,,20061221,,,,,,,
2181,,20061222,,,,,,,
2182,,20061223,,,,,,,
2183,,20061224,,,,,,,
2184,,20061225,,,,,,,
2185,,20061226,,,,,,,
2186,,20061227,,,,,,,
2187,,20061228,,,,,,,
2188,,20061229,,,,,,,
2189,,20061230,,,,,,,
2190,,20061231,,,,,,,
2191,,20070101,,,,,,,
2192,,20070102,,,,,,,
2193,,20070103,,,,,,,
2194,,20070104,,,,,,,
2195,,20070105,,,,,,,
2196,,20070106,,,,,,,
2197,,20070107,,,,,,,
2198,,20070108,,,,,,,
2199,,20070109,,,,,,,
2200,,20070110,,,,,,,
2201,,20070111,,,,,,,
2202,,20070112,,,,,,,
2203,,20070113,,,,,,,
2204,,20070114,,,,,,,
2205,,20070115,,,,,,,
2206,,20070116,,,,,,,
2207,,20070117,,,,,,,
2208,,20070118,,,,,,,
2209,,20070119,,,,,,,
2210,,20070120,,,,,,,
2211,,20070121,,,,,,,
2212,,20070122,,,,,,,
2213,,20070123,,,,,,,
2214,,20070124,,,,,,,
2215,,20070125,,,,,,,
2216,,20070126,,,,,,,
2217,,20070127,,,,,,,
2218,,20070128,,,,,,,
2219,,20070129,,,,,,,
2220,,20070130,,,,,,,
2221,,20070131,,,,,,,
2222,,20070201,,,,,,,
2223,,20070202,,,,,,,
2224,,20070203,,,,,,,
2225,,20070204,,,,,,,
2226,,20070205,,,,,,,
2227,,20070206,,,,,,,
2228,,20070207,,,,,,,
2229,,20070208,,,,,,,
2230,,20070209,,,,,,,
2231,,20070210,,,,,,,
2232,,20070211,,,,,,,
2233,,20070212,,,,,,,
2234,,20070213,,,,,,,
2235,,20070214,,,,,,,
2236,,20070215,,,,,,,
2237,,20070216,,,,,,,
2238,,20070217,,,,,,,
2239,,20070218,,,,,,,
2240,,20070219,,,,,,,
2241,,20070220,,,,,,,
2242,,20070221,,,,,,,
2243,,20070222,,,,,,,
2244,,20070223,,,,,,,
2245,,20070224,,,,,,,
2246,,20070225,,,,,,,
2247,,20070226,,,,,,,
2248,,20070227,,,,,,,
2249,,20070228,,,,,,,
2250,,20070301,,,,,,,
2251,,20070302,,,,,,,
2252,,20070303,,,,,,,
2253,,20070304,,,,,,,
2254,,20070305,,,,,,,
2255,,20070306,,,,,,,
2256,,20070307,,,,,,,
2257,,20070308,,,,,,,
2258,,20070309,,,,,,,
2259,,20070310,,,,,,,
2260,,20070311,,,,,,,
2261,,20070312,,,,,,,
2262,,20070313,,,,,,,
2263,,20070314,,,,,,,
2264,,20070315,,,,,,,
2265,,20070316,,,,,,,
2266,,20070317,,,,,,,
2267,,20070318,,,,,,,
2268,,20070319,,,,,,,
2269,,20070320,,,,,,,
2270,,20070321,,,,,,,
2271,,20070322,,,,,,,
2272,,20070323,,,,,,,
2273,,20070324,,,,,,,
2274,,20070325,,,,,,,
2275,,20070326,,,,,,,
2276,,20070327,,,,,,,
2277,,20070328,,,,,,,
2278,,20070329,,,,,,,
2279,,20070330,,,,,,,
2280,,20070331,,,,,,,
2281,,20070401,,,,,,,
2282,,20070402,,,,,,,
2283,,20070403,,,,,,,
2284,,20070404,,,,,,,
2285,,20070405,,,,,,,
2286,,20070406,,,,,,,
2287,,20070407,,,,,,,
2288,,20070408,,,,,,,
2289,,20070409,,,,,,,
2290,,20070410,,,,,,,
2291,,20070411,,,,,,,
2292,,20070412,,,,,,,
2293,,20070413,,,,,,,
2294,,20070414,,,,,,,
2295,,20070415,,,,,,,
2296,,20070416,,,,,,,
2297,,20070417,,,,,,,
2298,,20070418,,,,,,,
2299,,20070419,,,,,,,
2300,,20070420,,,,,,,
2301,,20070421,,,,,,,
2302,,20070422,,,,,,,
2303,,20070423,,,,,,,
2304,,20070424,,,,,,,
2305,,20070425,,,,,,,
2306,,20070426,,,,,,,
2307,,20070427,,,,,,,
2308,,20070428,,,,,,,
2309,,20070429,,,,,,,
2310,,20070430,,,,,,,
2311,,20070501,,,,,,,
2312,,20070502,,,,,,,
2313,,20070503,,,,,,,
2314,,20070504,,,,,,,
2315,,20070505,,,,,,,
2316,,20070506,,,,,,,
2317,,20070507,,,,,,,
2318,,20070508,,,,,,,
2319,,20070509,,,,,,,
2320,,20070510,,,,,,,
2321,,20070511,,,,,,,
2322,,20070512,,,,,,,
2323,,20070513,,,,,,,
2324,,20070514,,,,,,,
2325,,20070515,,,,,,,
2326,,20070516,,,,,,,
2327,,20070517,,,,,,,
2328,,20070518,,,,,,,
2329,,20070519,,,,,,,
2330,,20070520,,,,,,,
2331,,20070521,,,,,,,
2332,,20070522,,,,,,,
2333,,20070523,,,,,,,
2334,,20070524,,,,,,,
2335,,20070525,,,,,,,
2336,,20070526,,,,,,,
2337,,20070527,,,,,,,
2338,,20070528,,,,,,,
2339,,20070529,,,,,,,
2340,,20070530,,,,,,,
2341,,20070531,,,,,,,
2342,,20070601,,,,,,,
2343,,20070602,,,,,,,
2344,,20070603,,,,,,,
2345,,20070604,,,,,,,
2346,,20070605,,,,,,,
2347,,20070606,,,,,,,
2348,,20070607,,,,,,,
2349,,20070608,,,,,,,
2350,,20070609,,,,,,,
2351,,20070610,,,,,,,
2352,,20070611,,,,,,,
2353,,20070612,,,,,,,
2354,,20070613,,,,,,,
2355,,20070614,,,,,,,
2356,,20070615,,,,,,,
2357,,20070616,,,,,,,
2358,,20070617,,,,,,,
2359,,20070618,,,,,,,
2360,,20070619,,,,,,,
2361,,20070620,,,,,,,
2362,,20070621,,,,,,,
2363,,20070622,,,,,,,
2364,,20070623,,,,,,,
2365,,20070624,,,,,,,
2366,,20070625,,,,,,,
2367,,20070626,,,,,,,
2368,,20070627,,,,,,,
2369,,20070628,,,,,,,
2370,,20070629,,,,,,,
2371,,20070630,,,,,,,
2372,,20070701,,,,,,,
2373,,20070702,,,,,,,
2374,,20070703,,,,,,,
2375,,20070704,,,,,,,
2376,,20070705,,,,,,,
2377,,20070706,,,,,,,
2378,,20070707,,,,,,,
2379,,20070708,,,,,,,
2380,,20070709,,,,,,,
2381,,20070710,,,,,,,
2382,,20070711,,,,,,,
2383,,20070712,,,,,,,
2384,,20070713,,,,,,,
2385,,20070714,,,,,,,
2386,,20070715,,,,,,,
2387,,20070716,,,,,,,
2388,,20070717,,,,,,,
2389,,20070718,,,,,,,
2390,,20070719,,,,,,,
2391,,20070720,,,,,,,
2392,,20070721,,,,,,,
2393,,20070722,,,,,,,
2394,,20070723,,,,,,,
2395,,20070724,,,,,,,
2396,,20070725,,,,,,,
2397,,20070726,,,,,,,
2398,,20070727,,,,,,,
2399,,20070728,,,,,,,
2400,,20070729,,,,,,,
2401,,20070730,,,,,,,
2402,,20070731,,,,,,,
2403,,20070801,,,,,,,
2404,,20070802,,,,,,,
2405,,20070803,,,,,,,
2406,,20070804,,,,,,,
2407,,20070805,,,,,,,
2408,,20070806,,,,,,,
2409,,20070807,,,,,,,
2410,,20070808,,,,,,,
2411,,20070809,,,,,,,
2412,,20070810,,,,,,,
2413,,20070811,,,,,,,
2414,,20070812,,,,,,,
2415,,20070813,,,,,,,
2416,,20070814,,,,,,,
2417,,20070815,,,,,,,
2418,,20070816,,,,,,,
2419,,20070817,,,,,,,
2420,,20070818,,,,,,,
2421,,20070819,,,,,,,
2422,,20070820,,,,,,,
2423,,20070821,,,,,,,
2424,,20070822,,,,,,,
2425,,20070823,,,,,,,
2426,,20070824,,,,,,,
2427,,20070825,,,,,,,
2428,,20070826,,,,,,,
2429,,20070827,,,,,,,
2430,,20070828,,,,,,,
2431,,20070829,,,,,,,
2432,,20070830,,,,,,,
2433,,20070831,,,,,,,
2434,,20070901,,,,,,,
2435,,20070902,,,,,,,
2436,,20070903,,,,,,,
2437,,20070904,,,,,,,
2438,,20070905,,,,,,,
2439,,20070906,,,,,,,
2440,,20070907,,,,,,,
2441,,20070908,,,,,,,
2442,,20070909,,,,,,,
2443,,20070910,,,,,,,
2444,,20070911,,,,,,,
2445,,20070912,,,,,,,
2446,,20070913,,,,,,,
2447,,20070914,,,,,,,
2448,,20070915,,,,,,,
2449,,20070916,,,,,,,
2450,,20070917,,,,,,,
2451,,20070918,,,,,,,
2452,,20070919,,,,,,,
2453,,20070920,,,,,,,
2454,,20070921,,,,,,,
2455,,20070922,,,,,,,
2456,,20070923,,,,,,,
2457,,20070924,,,,,,,
2458,,20070925,,,,,,,
2459,,20070926,,,,,,,
2460,,20070927,,,,,,,
2461,,20070928,,,,,,,
2462,,20070929,,,,,,,
2463,,20070930,,,,,,,
2464,,20071001,,,,,,,
2465,,20071002,,,,,,,
2466,,20071003,,,,,,,
2467,,20071004,,,,,,,
2468,,20071005,,,,,,,
2469,,20071006,,,,,,,
2470,,20071007,,,,,,,
2471,,20071008,,,,,,,
2472,,20071009,,,,,,,
2473,,20071010,,,,,,,
2474,,20071011,,,,,,,
2475,,20071012,,,,,,,
2476,,20071013,,,,,,,
2477,,20071014,,,,,,,
2478,,20071015,,,,,,,
2479,,20071016,,,,,,,
2480,,20071017,,,,,,,
2481,,20071018,,,,,,,
2482,,20071019,,,,,,,
2483,,20071020,,,,,,,
2484,,20071021,,,,,,,
2485,,20071022,,,,,,,
2486,,20071023,,,,,,,
2487,,20071024,,,,,,,
2488,,20071025,,,,,,,
2489,,20071026,,,,,,,
2490,,20071027,,,,,,,
2491,,20071028,,,,,,,
2492,,20071029,,,,,,,
2493,,20071030,,,,,,,
2494,,20071031,,,,,,,
2495,,20071101,,,,,,,
2496,,20071102,,,,,,,
2497,,20071103,,,,,,,
2498,,20071104,,,,,,,
2499,,20071105,,,,,,,
2500,,20071106,,,,,,,
2501,,20071107,,,,,,,
2502,,20071108,,,,,,,
2503,,20071109,,,,,,,
2504,,20071110,,,,,,,
2505,,20071111,,,,,,,
2506,,20071112,,,,,,,
2507,,20071113,,,,,,,
2508,,20071114,,,,,,,
2509,,20071115,,,,,,,
2510,,20071116,,,,,,,
2511,,20071117,,,,,,,
2512,,20071118,,,,,,,
2513,,20071119,,,,,,,
2514,,20071120,,,,,,,
2515,,20071121,,,,,,,
2516,,20071122,,,,,,,
2517,,20071123,,,,,,,
2518,,20071124,,,,,,,
2519,,20071125,,,,,,,
2520,,20071126,,,,,,,
2521,,20071127,,,,,,,
2522,,20071128,,,,,,,
2523,,20071129,,,,,,,
2524,,20071130,,,,,,,
2525,,20071201,,,,,,,
2526,,20071202,,,,,,,
2527,,20071203,,,,,,,
2528,,20071204,,,,,,,
2529,,20071205,,,,,,,
2530,,20071206,,,,,,,
2531,,20071207,,,,,,,
2532,,20071208,,,,,,,
2533,,20071209,,,,,,,
2534,,20071210,,,,,,,
2535,,20071211,,,,,,,
2536,,20071212,,,,,,,
2537,,20071213,,,,,,,
2538,,20071214,,,,,,,
2539,,20071215,,,,,,,
2540,,20071216,,,,,,,
2541,,20071217,,,,,,,
2542,,20071218,,,,,,,
2543,,20071219,,,,,,,
2544,,20071220,,,,,,,
2545,,20071221,,,,,,,
2546,,20071222,,,,,,,
2547,,20071223,,,,,,,
2548,,20071224,,,,,,,
2549,,20071225,,,,,,,
2550,,20071226,,,,,,,
2551,,20071227,,,,,,,
2552,,20071228,,,,,,,
2553,,20071229,,,,,,,
2554,,20071230,,,,,,,
2555,,20071231,,,,,,,
2556,,20080101,,,,,,,
2557,,20080102,,,,,,,
2558,,20080103,,,,,,,
2559,,20080104,,,,,,,
2560,,20080105,,,,,,,
2561,,20080106,,,,,,,
2562,,20080107,,,,,,,
2563,,20080108,,,,,,,
2564,,20080109,,,,,,,
2565,,20080110,,,,,,,
2566,,20080111,,,,,,,
2567,,20080112,,,,,,,
2568,,20080113,,,,,,,
2569,,20080114,,,,,,,
2570,,20080115,,,,,,,
2571,,20080116,,,,,,,
2572,,20080117,,,,,,,
2573,,20080118,,,,,,,
2574,,20080119,,,,,,,
2575,,20080120,,,,,,,
2576,,20080121,,,,,,,
2577,,20080122,,,,,,,
2578,,20080123,,,,,,,
2579,,20080124,,,,,,,
2580,,20080125,,,,,,,
2581,,20080126,,,,,,,
2582,,20080127,,,,,,,
2583,,20080128,,,,,,,
2584,,20080129,,,,,,,
2585,,20080130,,,,,,,
2586,,20080131,,,,,,,
2587,,20080201,,,,,,,
2588,,20080202,,,,,,,
2589,,20080203,,,,,,,
2590,,20080204,,,,,,,
2591,,20080205,,,,,,,
2592,,20080206,,,,,,,
2593,,20080207,,,,,,,
2594,,20080208,,,,,,,
2595,,20080209,,,,,,,
2596,,20080210,,,,,,,
2597,,20080211,,,,,,,
2598,,20080212,,,,,,,
2599,,20080213,,,,,,,
2600,,20080214,,,,,,,
2601,,20080215,,,,,,,
2602,,20080216,,,,,,,
2603,,20080217,,,,,,,
2604,,20080218,,,,,,,
2605,,20080219,,,,,,,
2606,,20080220,,,,,,,
2607,,20080221,,,,,,,
2608,,20080222,,,,,,,
2609,,20080223,,,,,,,
2610,,20080224,,,,,,,
2611,,20080225,,,,,,,
2612,,20080226,,,,,,,
2613,,20080227,,,,,,,
2614,,20080228,,,,,,,
2615,,20080229,,,,,,,
2616,,20080301,,,,,,,
2617,,20080302,,,,,,,
2618,,20080303,,,,,,,
2619,,20080304,,,,,,,
2620,,20080305,,,,,,,
2621,,20080306,,,,,,,
2622,,20080307,,,,,,,
2623,,20080308,,,,,,,
2624,,20080309,,,,,,,
2625,,20080310,,,,,,,
2626,,20080311,,,,,,,
2627,,20080312,,,,,,,
2628,,20080313,,,,,,,
2629,,20080314,,,,,,,
2630,,20080315,,,,,,,
2631,,20080316,,,,,,,
2632,,20080317,,,,,,,
2633,,20080318,,,,,,,
2634,,20080319,,,,,,,
2635,,20080320,,,,,,,
2636,,20080321,,,,,,,
2637,,20080322,,,,,,,
2638,,20080323,,,,,,,
2639,,20080324,,,,,,,
2640,,20080325,,,,,,,
2641,,20080326,,,,,,,
2642,,20080327,,,,,,,
2643,,20080328,,,,,,,
2644,,20080329,,,,,,,
2645,,20080330,,,,,,,
2646,,20080331,,,,,,,
2647,,20080401,,,,,,,
2648,,20080402,,,,,,,
2649,,20080403,,,,,,,
2650,,20080404,,,,,,,
2651,,20080405,,,,,,,
2652,,20080406,,,,,,,
2653,,20080407,,,,,,,
2654,,20080408,,,,,,,
2655,,20080409,,,,,,,
2656,,20080410,,,,,,,
2657,,20080411,,,,,,,
2658,,20080412,,,,,,,
2659,,20080413,,,,,,,
2660,,20080414,,,,,,,
2661,,20080415,,,,,,,
2662,,20080416,,,,,,,
2663,,20080417,,,,,,,
2664,,20080418,,,,,,,
2665,,20080419,,,,,,,
2666,,20080420,,,,,,,
2667,,20080421,,,,,,,
2668,,20080422,,,,,,,
2669,,20080423,,,,,,,
2670,,20080424,,,,,,,
2671,,20080425,,,,,,,
2672,,20080426,,,,,,,
2673,,20080427,,,,,,,
2674,,20080428,,,,,,,
2675,,20080429,,,,,,,
2676,,20080430,,,,,,,
2677,,20080501,,,,,,,
2678,,20080502,,,,,,,
2679,,20080503,,,,,,,
2680,,20080504,,,,,,,
2681,,20080505,,,,,,,
2682,,20080506,,,,,,,
2683,,20080507,,,,,,,
2684,,20080508,,,,,,,
2685,,20080509,,,,,,,
2686,,20080510,,,,,,,
2687,,20080511,,,,,,,
2688,,20080512,,,,,,,
2689,,20080513,,,,,,,
2690,,20080514,,,,,,,
2691,,20080515,,,,,,,
2692,,20080516,,,,,,,
2693,,20080517,,,,,,,
2694,,20080518,,,,,,,
2695,,20080519,,,,,,,
2696,,20080520,,,,,,,
2697,,20080521,,,,,,,
2698,,20080522,,,,,,,
2699,,20080523,,,,,,,
2700,,20080524,,,,,,,
2701,,20080525,,,,,,,
2702,,20080526,,,,,,,
2703,,20080527,,,,,,,
2704,,20080528,,,,,,,
2705,,20080529,,,,,,,
2706,,20080530,,,,,,,
2707,,20080531,,,,,,,
2708,,20080601,,,,,,,
2709,,20080602,,,,,,,
2710,,20080603,,,,,,,
2711,,20080604,,,,,,,
2712,,20080605,,,,,,,
2713,,20080606,,,,,,,
2714,,20080607,,,,,,,
2715,,20080608,,,,,,,
2716,,20080609,,,,,,,
2717,,20080610,,,,,,,
2718,,20080611,,,,,,,
2719,,20080612,,,,,,,
2720,,20080613,,,,,,,
2721,,20080614,,,,,,,
2722,,20080615,,,,,,,
2723,,20080616,,,,,,,
2724,,20080617,,,,,,,
2725,,20080618,,,,,,,
2726,,20080619,,,,,,,
2727,,20080620,,,,,,,
2728,,20080621,,,,,,,
2729,,20080622,,,,,,,
2730,,20080623,,,,,,,
2731,,20080624,,,,,,,
2732,,20080625,,,,,,,
2733,,20080626,,,,,,,
2734,,20080627,,,,,,,
2735,,20080628,,,,,,,
2736,,20080629,,,,,,,
2737,,20080630,,,,,,,
2738,,20080701,,,,,,,
2739,,20080702,,,,,,,
2740,,20080703,,,,,,,
2741,,20080704,,,,,,,
2742,,20080705,,,,,,,
2743,,20080706,,,,,,,
2744,,20080707,,,,,,,
2745,,20080708,,,,,,,
2746,,20080709,,,,,,,
2747,,20080710,,,,,,,
2748,,20080711,,,,,,,
2749,,20080712,,,,,,,
2750,,20080713,,,,,,,
2751,,20080714,,,,,,,
2752,,20080715,,,,,,,
2753,,20080716,,,,,,,
2754,,20080717,,,,,,,
2755,,20080718,,,,,,,
2756,,20080719,,,,,,,
2757,,20080720,,,,,,,
2758,,20080721,,,,,,,
2759,,20080722,,,,,,,
2760,,20080723,,,,,,,
2761,,20080724,,,,,,,
2762,,20080725,,,,,,,
2763,,20080726,,,,,,,
2764,,20080727,,,,,,,
2765,,20080728,,,,,,,
2766,,20080729,,,,,,,
2767,,20080730,,,,,,,
2768,,20080731,,,,,,,
2769,,20080801,,,,,,,
2770,,20080802,,,,,,,
2771,,20080803,,,,,,,
2772,,20080804,,,,,,,
2773,,20080805,,,,,,,
2774,,20080806,,,,,,,
2775,,20080807,,,,,,,
2776,,20080808,,,,,,,
2777,,20080809,,,,,,,
2778,,20080810,,,,,,,
2779,,20080811,,,,,,,
2780,,20080812,,,,,,,
2781,,20080813,,,,,,,
2782,,20080814,,,,,,,
2783,,20080815,,,,,,,
2784,,20080816,,,,,,,
2785,,20080817,,,,,,,
2786,,20080818,,,,,,,
2787,,20080819,,,,,,,
2788,,20080820,,,,,,,
2789,,20080821,,,,,,,
2790,,20080822,,,,,,,
2791,,20080823,,,,,,,
2792,,20080824,,,,,,,
2793,,20080825,,,,,,,
2794,,20080826,,,,,,,
2795,,20080827,,,,,,,
2796,,20080828,,,,,,,
2797,,20080829,,,,,,,
2798,,20080830,,,,,,,
2799,,20080831,,,,,,,
2800,,20080901,,,,,,,
2801,,20080902,,,,,,,
2802,,20080903,,,,,,,
2803,,20080904,,,,,,,
2804,,20080905,,,,,,,
2805,,20080906,,,,,,,
2806,,20080907,,,,,,,
2807,,20080908,,,,,,,
2808,,20080909,,,,,,,
2809,,20080910,,,,,,,
2810,,20080911,,,,,,,
2811,,20080912,,,,,,,
2812,,20080913,,,,,,,
2813,,20080914,,,,,,,
2814,,20080915,,,,,,,
2815,,20080916,,,,,,,
2816,,20080917,,,,,,,
2817,,20080918,,,,,,,
2818,,20080919,,,,,,,
2819,,20080920,,,,,,,
2820,,20080921,,,,,,,
2821,,20080922,,,,,,,
2822,,20080923,,,,,,,
2823,,20080924,,,,,,,
2824,,20080925,,,,,,,
2825,,20080926,,,,,,,
2826,,20080927,,,,,,,
2827,,20080928,,,,,,,
2828,,20080929,,,,,,,
2829,,20080930,,,,,,,
2830,,20081001,,,,,,,
2831,,20081002,,,,,,,
2832,,20081003,,,,,,,
2833,,20081004,,,,,,,
2834,,20081005,,,,,,,
2835,,20081006,,,,,,,
2836,,20081007,,,,,,,
2837,,20081008,,,,,,,
2838,,20081009,,,,,,,
2839,,20081010,,,,,,,
2840,,20081011,,,,,,,
2841,,20081012,,,,,,,
2842,,20081013,,,,,,,
2843,,20081014,,,,,,,
2844,,20081015,,,,,,,
2845,,20081016,,,,,,,
2846,,20081017,,,,,,,
2847,,20081018,,,,,,,
2848,,20081019,,,,,,,
2849,,20081020,,,,,,,
2850,,20081021,,,,,,,
2851,,20081022,,,,,,,
2852,,20081023,,,,,,,
